Número;Modelo;Série;CFOP;Emissão;Cliente;Valor;Status;Mensagem retorno;Chave NF-e;Impresso;Carta correção;
099536;99;RP1;5933;07/12/2025;consumidor final;300,00;Normal;;;Não;Não;
099535;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099534;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099533;99;RP1;5933;07/12/2025;consumidor final;365,00;Normal;;;Não;Não;
099532;99;RP1;5933;07/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099531;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099530;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099529;99;RP1;5933;07/12/2025;consumidor final;530,00;Normal;;;Não;Não;
099528;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099527;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099526;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099525;99;RP1;5933;07/12/2025;consumidor final;435,00;Normal;;;Não;Não;
099524;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099523;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099522;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099521;99;RP1;5933;07/12/2025;consumidor final;480,00;Normal;;;Não;Não;
099520;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099519;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099518;99;RP1;5933;07/12/2025;consumidor final;395,00;Normal;;;Não;Não;
099517;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099516;99;RP1;5933;07/12/2025;consumidor final;330,00;Normal;;;Não;Não;
099515;99;RP1;5933;07/12/2025;consumidor final;410,00;Normal;;;Não;Não;
099514;99;RP1;5933;07/12/2025;consumidor final;530,00;Normal;;;Não;Não;
099513;99;RP1;5933;07/12/2025;consumidor final;530,00;Normal;;;Não;Não;
099512;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099511;99;RP1;5933;07/12/2025;consumidor final;530,00;Normal;;;Não;Não;
099510;99;RP1;5933;07/12/2025;consumidor final;340,00;Normal;;;Não;Não;
099509;99;RP1;5933;07/12/2025;consumidor final;750,00;Normal;;;Não;Não;
099508;99;RP1;5933;07/12/2025;consumidor final;395,00;Normal;;;Não;Não;
099507;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099506;99;RP1;5933;07/12/2025;consumidor final;330,00;Normal;;;Não;Não;
099505;99;RP1;5933;07/12/2025;consumidor final;270,00;Normal;;;Não;Não;
099504;99;RP1;5933;07/12/2025;consumidor final;680,00;Normal;;;Não;Não;
099503;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099502;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099501;99;RP1;5933;07/12/2025;consumidor final;475,00;Normal;;;Não;Não;
099500;99;RP1;5933;07/12/2025;consumidor final;530,00;Normal;;;Não;Não;
099499;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099498;99;RP1;5933;07/12/2025;consumidor final;270,00;Normal;;;Não;Não;
099497;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099496;99;RP1;5933;07/12/2025;consumidor final;380,00;Normal;;;Não;Não;
099495;99;RP1;5933;07/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099494;99;RP1;5933;07/12/2025;consumidor final;475,00;Normal;;;Não;Não;
099493;99;RP1;5933;07/12/2025;consumidor final;300,00;Normal;;;Não;Não;
099492;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099491;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099490;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099489;99;RP1;5933;07/12/2025;consumidor final;180,00;Normal;;;Não;Não;
099488;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099487;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099486;99;RP1;5933;07/12/2025;consumidor final;180,00;Normal;;;Não;Não;
099485;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099484;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099483;99;RP1;5933;07/12/2025;consumidor final;365,00;Normal;;;Não;Não;
099482;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099481;99;RP1;5933;07/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099480;99;RP1;5933;07/12/2025;consumidor final;365,00;Normal;;;Não;Não;
099479;99;RP1;5933;07/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099478;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099477;99;RP1;5933;07/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099476;99;RP1;5933;07/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099475;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099474;99;RP1;5933;07/12/2025;consumidor final;400,00;Normal;;;Não;Não;
099473;99;RP1;5933;07/12/2025;consumidor final;420,00;Normal;;;Não;Não;
099472;99;RP1;5933;07/12/2025;consumidor final;1.150,00;Normal;;;Não;Não;
099471;99;RP1;5933;07/12/2025;consumidor final;625,00;Normal;;;Não;Não;
099470;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099469;99;RP1;5933;07/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099468;99;RP1;5933;07/12/2025;consumidor final;400,00;Normal;;;Não;Não;
099467;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099466;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099465;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099464;99;RP1;5933;07/12/2025;consumidor final;540,00;Normal;;;Não;Não;
099463;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099462;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099461;99;RP1;5933;07/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099460;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099459;99;RP1;5933;07/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099458;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099457;99;RP1;5933;07/12/2025;consumidor final;420,00;Normal;;;Não;Não;
099456;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099455;99;RP1;5933;07/12/2025;consumidor final;330,00;Normal;;;Não;Não;
099454;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099453;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099452;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099451;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099450;99;RP1;5933;07/12/2025;consumidor final;176,00;Normal;;;Não;Não;
099449;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099448;99;RP1;5933;07/12/2025;consumidor final;400,00;Normal;;;Não;Não;
099447;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099446;99;RP1;5933;07/12/2025;consumidor final;180,00;Normal;;;Não;Não;
099445;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099444;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099443;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099442;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100408;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
100407;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100406;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100405;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
100404;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100403;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100402;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100401;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100400;99;RP1;5933;06/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100399;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100398;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100397;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100396;99;RP1;5933;06/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100395;99;RP1;5933;06/12/2025;consumidor final;121,00;Normal;;;Não;Não;
100394;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100393;99;RP1;5933;06/12/2025;consumidor final;210,00;Normal;;;Não;Não;
100392;99;RP1;5933;06/12/2025;consumidor final;470,00;Normal;;;Não;Não;
100391;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100390;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100389;99;RP1;5933;06/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100388;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100387;99;RP1;5933;06/12/2025;consumidor final;1.106,00;Normal;;;Não;Não;
100386;99;RP1;5933;06/12/2025;consumidor final;890,00;Normal;;;Não;Não;
100385;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100384;99;RP1;5933;06/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100383;99;RP1;5933;06/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100382;99;RP1;5933;06/12/2025;consumidor final;305,00;Normal;;;Não;Não;
100381;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100380;99;RP1;5933;06/12/2025;consumidor final;210,00;Normal;;;Não;Não;
100379;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100378;99;RP1;5933;06/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100377;99;RP1;5933;06/12/2025;consumidor final;395,00;Normal;;;Não;Não;
100376;99;RP1;5933;06/12/2025;consumidor final;480,00;Normal;;;Não;Não;
100375;99;RP1;5933;06/12/2025;consumidor final;480,00;Normal;;;Não;Não;
100374;99;RP1;5933;06/12/2025;consumidor final;340,00;Normal;;;Não;Não;
100373;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100372;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100371;99;RP1;5933;06/12/2025;consumidor final;210,00;Normal;;;Não;Não;
100370;99;RP1;5933;06/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100369;99;RP1;5933;06/12/2025;consumidor final;435,00;Normal;;;Não;Não;
100368;99;RP1;5933;06/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100367;99;RP1;5933;06/12/2025;consumidor final;355,00;Normal;;;Não;Não;
100366;99;RP1;5933;06/12/2025;consumidor final;280,00;Normal;;;Não;Não;
100365;99;RP1;5933;06/12/2025;consumidor final;395,00;Normal;;;Não;Não;
100364;99;RP1;5933;06/12/2025;consumidor final;530,00;Normal;;;Não;Não;
100363;99;RP1;5933;06/12/2025;consumidor final;435,00;Normal;;;Não;Não;
100362;99;RP1;5933;06/12/2025;consumidor final;390,00;Normal;;;Não;Não;
100361;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100360;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100359;99;RP1;5933;06/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100358;99;RP1;5933;06/12/2025;consumidor final;270,00;Normal;;;Não;Não;
100357;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100356;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100355;99;RP1;5933;06/12/2025;consumidor final;380,00;Normal;;;Não;Não;
100354;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100353;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100352;99;RP1;5933;06/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100351;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
100350;99;RP1;5933;06/12/2025;consumidor final;365,00;Normal;;;Não;Não;
100349;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100348;99;RP1;5933;06/12/2025;consumidor final;380,00;Normal;;;Não;Não;
100347;99;RP1;5933;06/12/2025;consumidor final;230,00;Normal;;;Não;Não;
100346;99;RP1;5933;06/12/2025;consumidor final;1.450,00;Normal;;;Não;Não;
100345;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100344;99;RP1;5933;06/12/2025;consumidor final;400,00;Normal;;;Não;Não;
100343;99;RP1;5933;06/12/2025;consumidor final;210,00;Normal;;;Não;Não;
100342;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100341;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
100340;99;RP1;5933;06/12/2025;consumidor final;400,00;Normal;;;Não;Não;
100339;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100338;99;RP1;5933;06/12/2025;consumidor final;275,00;Normal;;;Não;Não;
100337;99;RP1;5933;06/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100336;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
100335;99;RP1;5933;06/12/2025;consumidor final;230,00;Normal;;;Não;Não;
100334;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100333;99;RP1;5933;06/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100332;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100331;99;RP1;5933;06/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100330;99;RP1;5933;06/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100329;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100328;99;RP1;5933;06/12/2025;consumidor final;315,00;Normal;;;Não;Não;
100327;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100326;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
100325;99;RP1;5933;06/12/2025;consumidor final;230,00;Normal;;;Não;Não;
100324;99;RP1;5933;06/12/2025;consumidor final;180,00;Normal;;;Não;Não;
100323;99;RP1;5933;06/12/2025;consumidor final;300,00;Normal;;;Não;Não;
100322;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100321;99;RP1;5933;06/12/2025;consumidor final;150,00;Normal;;;Não;Não;
100320;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100319;99;RP1;5933;06/12/2025;consumidor final;365,00;Normal;;;Não;Não;
100318;99;RP1;5933;06/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099441;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099440;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099439;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099438;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099437;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099436;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099435;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099434;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099433;99;RP1;5933;06/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099432;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099431;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099430;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099429;99;RP1;5933;06/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099428;99;RP1;5933;06/12/2025;consumidor final;121,00;Normal;;;Não;Não;
099427;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099426;99;RP1;5933;06/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099425;99;RP1;5933;06/12/2025;consumidor final;470,00;Normal;;;Não;Não;
099424;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099423;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099422;99;RP1;5933;06/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099421;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099420;99;RP1;5933;06/12/2025;consumidor final;1.106,00;Normal;;;Não;Não;
099419;99;RP1;5933;06/12/2025;consumidor final;890,00;Normal;;;Não;Não;
099418;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099417;99;RP1;5933;06/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099416;99;RP1;5933;06/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099415;99;RP1;5933;06/12/2025;consumidor final;305,00;Normal;;;Não;Não;
099414;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099413;99;RP1;5933;06/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099412;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099411;99;RP1;5933;06/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099410;99;RP1;5933;06/12/2025;consumidor final;395,00;Normal;;;Não;Não;
099409;99;RP1;5933;06/12/2025;consumidor final;480,00;Normal;;;Não;Não;
099408;99;RP1;5933;06/12/2025;consumidor final;480,00;Normal;;;Não;Não;
099407;99;RP1;5933;06/12/2025;consumidor final;340,00;Normal;;;Não;Não;
099406;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099405;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099404;99;RP1;5933;06/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099403;99;RP1;5933;06/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099402;99;RP1;5933;06/12/2025;consumidor final;435,00;Normal;;;Não;Não;
099401;99;RP1;5933;06/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099400;99;RP1;5933;06/12/2025;consumidor final;355,00;Normal;;;Não;Não;
099399;99;RP1;5933;06/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099398;99;RP1;5933;06/12/2025;consumidor final;395,00;Normal;;;Não;Não;
099397;99;RP1;5933;06/12/2025;consumidor final;530,00;Normal;;;Não;Não;
099396;99;RP1;5933;06/12/2025;consumidor final;435,00;Normal;;;Não;Não;
099395;99;RP1;5933;06/12/2025;consumidor final;390,00;Normal;;;Não;Não;
099394;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099393;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099392;99;RP1;5933;06/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099391;99;RP1;5933;06/12/2025;consumidor final;270,00;Normal;;;Não;Não;
099390;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099389;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099388;99;RP1;5933;06/12/2025;consumidor final;380,00;Normal;;;Não;Não;
099387;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099386;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099385;99;RP1;5933;06/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099384;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099383;99;RP1;5933;06/12/2025;consumidor final;365,00;Normal;;;Não;Não;
099382;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099381;99;RP1;5933;06/12/2025;consumidor final;380,00;Normal;;;Não;Não;
099380;99;RP1;5933;06/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099379;99;RP1;5933;06/12/2025;consumidor final;1.450,00;Normal;;;Não;Não;
099378;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099377;99;RP1;5933;06/12/2025;consumidor final;400,00;Normal;;;Não;Não;
099376;99;RP1;5933;06/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099375;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099374;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099373;99;RP1;5933;06/12/2025;consumidor final;400,00;Normal;;;Não;Não;
099372;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099371;99;RP1;5933;06/12/2025;consumidor final;275,00;Normal;;;Não;Não;
099370;99;RP1;5933;06/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099369;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099368;99;RP1;5933;06/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099367;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099366;99;RP1;5933;06/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099365;99;RP1;5933;06/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099364;99;RP1;5933;06/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099363;99;RP1;5933;06/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099362;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099361;99;RP1;5933;06/12/2025;consumidor final;315,00;Normal;;;Não;Não;
099360;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099359;99;RP1;5933;06/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099358;99;RP1;5933;06/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099357;99;RP1;5933;06/12/2025;consumidor final;180,00;Normal;;;Não;Não;
099356;99;RP1;5933;06/12/2025;consumidor final;300,00;Normal;;;Não;Não;
099355;99;RP1;5933;06/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099354;99;RP1;5933;06/12/2025;consumidor final;150,00;Normal;;;Não;Não;
099353;99;RP1;5933;06/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099352;99;RP1;5933;06/12/2025;consumidor final;365,00;Normal;;;Não;Não;
099351;99;RP1;5933;06/12/2025;consumidor final;210,00;Normal;;;Não;Não;
100317;99;RP1;5933;05/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100316;99;RP1;5933;05/12/2025;consumidor final;465,00;Normal;;;Não;Não;
100315;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100314;99;RP1;5933;05/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100313;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100312;99;RP1;5933;05/12/2025;consumidor final;400,00;Normal;;;Não;Não;
100311;99;RP1;5933;05/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100310;99;RP1;5933;05/12/2025;consumidor final;540,00;Normal;;;Não;Não;
100309;99;RP1;5933;05/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100308;99;RP1;5933;05/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100307;99;RP1;5933;05/12/2025;consumidor final;208,00;Normal;;;Não;Não;
100306;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100305;99;RP1;5933;05/12/2025;consumidor final;230,00;Normal;;;Não;Não;
100304;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100303;99;RP1;5933;05/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100302;99;RP1;5933;05/12/2025;consumidor final;400,00;Normal;;;Não;Não;
100301;99;RP1;5933;05/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100300;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100299;99;RP1;5933;05/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100298;99;RP1;5933;05/12/2025;consumidor final;1.000,00;Normal;;;Não;Não;
100297;99;RP1;5933;05/12/2025;consumidor final;625,00;Normal;;;Não;Não;
100296;99;RP1;5933;05/12/2025;consumidor final;180,00;Normal;;;Não;Não;
100295;99;RP1;5933;05/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100294;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100293;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100292;99;RP1;5933;05/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100291;99;RP1;5933;05/12/2025;consumidor final;230,00;Normal;;;Não;Não;
100290;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100289;99;RP1;5933;05/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100288;99;RP1;5933;05/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100287;99;RP1;5933;05/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100286;99;RP1;5933;05/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100285;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100284;99;RP1;5933;05/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100283;99;RP1;5933;05/12/2025;consumidor final;470,00;Normal;;;Não;Não;
100282;99;RP1;5933;05/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100281;99;RP1;5933;05/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100280;99;RP1;5933;05/12/2025;consumidor final;750,00;Normal;;;Não;Não;
100279;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100278;99;RP1;5933;05/12/2025;consumidor final;480,00;Normal;;;Não;Não;
100277;99;RP1;5933;05/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100276;99;RP1;5933;05/12/2025;consumidor final;1.300,00;Normal;;;Não;Não;
100275;99;RP1;5933;05/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100274;99;RP1;5933;05/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100273;99;RP1;5933;05/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100272;99;RP1;5933;05/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100271;99;RP1;5933;05/12/2025;consumidor final;180,00;Normal;;;Não;Não;
100270;99;RP1;5933;05/12/2025;consumidor final;1.150,00;Normal;;;Não;Não;
100269;99;RP1;5933;05/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100268;99;RP1;5933;05/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100267;99;RP1;5933;05/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100266;99;RP1;5933;05/12/2025;consumidor final;330,00;Normal;;;Não;Não;
100265;99;RP1;5933;05/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100264;99;RP1;5933;05/12/2025;consumidor final;130,00;Normal;;;Não;Não;
